                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    177,                 1.4419,                 0.6863,                 1.0539,                0.95604,                0.92419,                0.96704,                 0.6224,                 1.2455,                0.55224,                0.99446,              0.0094192,              0.0094192,              0.0094192
                    178,                 1.4266,                 0.6762,                 1.0511,                0.95176,                0.92659,                0.96687,                0.62324,                 1.2418,                0.55107,                 0.9895,              0.0094159,              0.0094159,              0.0094159
                    179,                 1.4153,                0.66309,                 1.0449,                0.94792,                0.93235,                0.96672,                0.62102,                  1.238,                0.54966,                 0.9872,              0.0094126,              0.0094126,              0.0094126
                    180,                 1.4312,                0.67483,                 1.0481,                0.95414,                0.93598,                0.96916,                0.62601,                 1.2376,                0.54776,                0.98862,              0.0094093,              0.0094093,              0.0094093
                    181,                  1.424,                 0.6745,                 1.0495,                0.95489,                0.93492,                0.96845,                0.62668,                 1.2329,                0.54083,                0.98763,               0.009406,               0.009406,               0.009406
                    182,                 1.4208,                0.67541,                 1.0472,                0.94968,                0.93379,                0.96705,                0.62483,                 1.2366,                0.54405,                0.98842,              0.0094027,              0.0094027,              0.0094027
                    183,                 1.4305,                0.67333,                 1.0389,                0.95174,                0.93095,                0.96669,                0.62706,                 1.2307,                0.54709,                0.98571,              0.0093994,              0.0093994,              0.0093994
                    184,                 1.4319,                0.67697,                 1.0439,                0.95113,                0.93402,                0.96807,                0.62348,                 1.2325,                0.54504,                0.98411,              0.0093961,              0.0093961,              0.0093961
                    185,                 1.4235,                0.67024,                 1.0485,                0.95484,                0.92795,                0.96877,                0.62725,                 1.2292,                0.54147,                0.98317,              0.0093928,              0.0093928,              0.0093928
                    186,                 1.4054,                0.66345,                 1.0458,                0.95583,                0.93171,                0.96819,                0.62706,                 1.2256,                0.53769,                0.98244,              0.0093895,              0.0093895,              0.0093895
                    187,                 1.4082,                0.66804,                 1.0377,                0.94912,                0.92759,                0.96639,                0.62876,                 1.2249,                0.53553,                0.98372,              0.0093862,              0.0093862,              0.0093862
                    188,                  1.422,                0.67079,                 1.0423,                 0.9432,                0.93318,                0.96609,                0.62882,                 1.2257,                0.53892,                0.98251,              0.0093829,              0.0093829,              0.0093829
                    189,                 1.4257,                 0.6755,                 1.0431,                0.94702,                0.92948,                0.96775,                0.63183,                 1.2195,                0.53917,                0.98236,              0.0093796,              0.0093796,              0.0093796
                    190,                 1.4035,                0.65928,                 1.0388,                 0.9464,                0.93302,                0.96865,                0.62947,                  1.217,                0.54043,                0.98134,              0.0093763,              0.0093763,              0.0093763
                    191,                 1.4179,                 0.6641,                 1.0481,                0.95061,                0.93263,                0.96979,                0.63295,                 1.2169,                0.53903,                0.98242,               0.009373,               0.009373,               0.009373
                    192,                 1.4203,                0.67517,                 1.0391,                0.95562,                0.92899,                 0.9712,                 0.6355,                 1.2052,                0.53269,                0.97998,              0.0093697,              0.0093697,              0.0093697
                    193,                 1.3962,                0.65731,                 1.0391,                0.95164,                0.93346,                0.97056,                0.63681,                 1.2047,                0.53016,                0.97963,              0.0093664,              0.0093664,              0.0093664
                    194,                 1.3921,                0.65914,                   1.04,                0.95837,                0.92983,                0.96917,                0.63826,                 1.1981,                0.52998,                0.97944,              0.0093631,              0.0093631,              0.0093631
                    195,                 1.3873,                0.65395,                 1.0401,                0.95247,                0.93151,                0.96956,                0.63861,                 1.2027,                0.52814,                0.97911,              0.0093598,              0.0093598,              0.0093598
                    196,                 1.4063,                0.65741,                 1.0374,                0.95202,                0.93095,                0.96928,                0.63782,                 1.1981,                0.52748,                0.97604,              0.0093565,              0.0093565,              0.0093565
                    197,                 1.4043,                0.66245,                 1.0433,                0.95165,                0.93933,                0.97047,                0.63745,                  1.198,                0.52901,                 0.9754,              0.0093532,              0.0093532,              0.0093532
                    198,                 1.4058,                0.65207,                 1.0417,                0.95283,                0.93374,                0.96995,                0.63812,                 1.1983,                0.52907,                 0.9759,              0.0093499,              0.0093499,              0.0093499
                    199,                 1.3852,                0.64519,                 1.0317,                0.95493,                0.92994,                0.96863,                0.63669,                 1.1989,                0.52939,                0.97638,              0.0093466,              0.0093466,              0.0093466
                    200,                 1.4063,                0.66643,                 1.0445,                0.95548,                0.92508,                0.96867,                0.63568,                 1.1979,                0.52997,                0.97656,              0.0093433,              0.0093433,              0.0093433
                    201,                 1.4068,                 0.6657,                 1.0433,                0.95479,                0.93011,                0.97042,                0.64052,                 1.1868,                0.52426,                0.97134,                0.00934,                0.00934,                0.00934
                    202,                 1.3928,                0.65413,                 1.0409,                0.95439,                 0.9302,                 0.9698,                0.64278,                 1.1821,                0.52144,                0.97005,              0.0093367,              0.0093367,              0.0093367
                    203,                 1.3857,                0.65302,                 1.0369,                0.95218,                 0.9352,                0.97146,                0.64385,                 1.1796,                0.51984,                 0.9702,              0.0093334,              0.0093334,              0.0093334
                    204,                  1.396,                0.66255,                  1.038,                0.95727,                0.93151,                0.97013,                0.64436,                 1.1786,                0.52046,                0.96944,              0.0093301,              0.0093301,              0.0093301
                    205,                  1.402,                0.66126,                 1.0343,                0.95353,                0.93458,                0.97123,                0.64699,                 1.1762,                0.51959,                0.96798,              0.0093268,              0.0093268,              0.0093268
                    206,                 1.3809,                0.65677,                 1.0358,                0.95264,                0.93263,                0.97038,                0.64643,                 1.1748,                0.51989,                0.96758,              0.0093235,              0.0093235,              0.0093235
                    207,                  1.399,                0.65915,                 1.0355,                0.95604,                0.93486,                0.97271,                 0.6492,                 1.1668,                0.51842,                0.96571,              0.0093202,              0.0093202,              0.0093202
                    208,                 1.3764,                0.64818,                 1.0261,                0.95733,                0.93456,                0.97223,                0.64896,                 1.1692,                  0.518,                0.96512,              0.0093169,              0.0093169,              0.0093169
                    209,                 1.3712,                0.64412,                 1.0285,                0.95419,                 0.9329,                 0.9713,                0.64975,                 1.1689,                0.51823,                0.96465,              0.0093136,              0.0093136,              0.0093136
                    210,                 1.3869,                0.65729,                 1.0308,                0.95288,                 0.9371,                0.97108,                0.65077,                 1.1667,                0.51487,                0.96447,              0.0093103,              0.0093103,              0.0093103
                    211,                 1.3802,                0.64708,                 1.0317,                0.96028,                0.93269,                0.97327,                0.65122,                 1.1684,                0.51547,                0.96472,               0.009307,               0.009307,               0.009307
                    212,                 1.3804,                0.65277,                 1.0287,                0.95488,                0.93476,                0.97255,                 0.6492,                 1.1675,                 0.5163,                0.96398,              0.0093037,              0.0093037,              0.0093037
                    213,                 1.3782,                 0.6489,                 1.0309,                 0.9507,                0.93933,                0.97273,                   0.65,                 1.1639,                0.51371,                 0.9632,              0.0093004,              0.0093004,              0.0093004
                    214,                 1.3697,                0.64434,                 1.0266,                0.94892,                0.94003,                0.97146,                0.65258,                 1.1558,                0.51381,                0.96157,              0.0092971,              0.0092971,              0.0092971
                    215,                 1.3736,                0.64299,                 1.0256,                0.94682,                0.94604,                0.97156,                0.65591,                 1.1511,                   0.51,                0.95993,              0.0092938,              0.0092938,              0.0092938
                    216,                 1.3842,                0.65994,                 1.0383,                0.95282,                0.93719,                0.97254,                0.65441,                 1.1509,                0.51282,                 0.9606,              0.0092905,              0.0092905,              0.0092905
                    217,                 1.3644,                0.64474,                 1.0276,                0.95849,                0.93458,                0.97217,                0.65642,                 1.1493,                 0.5128,                 0.9604,              0.0092872,              0.0092872,              0.0092872
                    218,                  1.376,                0.64733,                 1.0283,                0.95469,                0.93542,                0.97187,                0.65505,                 1.1491,                0.51065,                0.95997,              0.0092839,              0.0092839,              0.0092839
                    219,                 1.3448,                0.64202,                 1.0257,                0.94882,                0.94325,                0.97188,                0.65775,                  1.146,                0.50809,                0.95914,              0.0092806,              0.0092806,              0.0092806
                    220,                 1.3602,                0.63679,                 1.0266,                0.95406,                 0.9371,                0.97368,                0.65852,                 1.1445,                0.50381,                 0.9579,              0.0092773,              0.0092773,              0.0092773
                    221,                 1.3702,                0.64288,                 1.0249,                0.95861,                0.93766,                0.97359,                0.66022,                 1.1446,                0.50258,                0.95695,               0.009274,               0.009274,               0.009274
                    222,                 1.3664,                0.64471,                 1.0247,                0.95929,                0.93961,                0.97511,                0.66009,                 1.1419,                0.50108,                 0.9558,              0.0092707,              0.0092707,              0.0092707
                    223,                 1.3525,                0.63764,                 1.0182,                0.95893,                0.94006,                0.97434,                 0.6622,                 1.1377,                0.49998,                 0.9542,              0.0092674,              0.0092674,              0.0092674
                    224,                 1.3712,                0.64815,                 1.0286,                0.95763,                0.94153,                0.97386,                0.66354,                 1.1397,                0.50008,                0.95469,              0.0092641,              0.0092641,              0.0092641
                    225,                 1.3502,                0.64027,                 1.0213,                0.96351,                0.93738,                0.97418,                0.66489,                 1.1318,                0.49853,                0.95294,              0.0092608,              0.0092608,              0.0092608
                    226,                 1.3594,                0.63825,                 1.0318,                0.95606,                0.94274,                0.97397,                 0.6663,                 1.1266,                0.49775,                0.95111,              0.0092575,              0.0092575,              0.0092575
                    227,                 1.3648,                0.64329,                 1.0252,                0.95765,                0.94632,                0.97384,                0.66643,                  1.122,                0.49595,                0.94988,              0.0092542,              0.0092542,              0.0092542
                    228,                 1.3437,                0.63659,                 1.0245,                0.96231,                 0.9422,                0.97588,                0.66914,                 1.1185,                0.49528,                0.94815,              0.0092509,              0.0092509,              0.0092509
                    229,                 1.3624,                0.64275,                 1.0221,                0.96245,                0.94575,                0.97593,                0.67014,                  1.116,                0.49436,                0.94707,              0.0092476,              0.0092476,              0.0092476
                    230,                 1.3497,                0.63347,                 1.0209,                0.96133,                0.94101,                0.97429,                0.66874,                 1.1129,                0.49247,                0.94646,              0.0092443,              0.0092443,              0.0092443
                    231,                 1.3485,                0.63797,                 1.0133,                0.96156,                0.94405,                0.97575,                0.66952,                 1.1116,                0.49413,                0.94536,               0.009241,               0.009241,               0.009241
                    232,                 1.3522,                0.63213,                 1.0181,                0.95922,                0.94381,                0.97567,                0.67013,                 1.1098,                0.49442,                0.94608,              0.0092377,              0.0092377,              0.0092377
                    233,                 1.3461,                0.63368,                 1.0209,                0.96126,                0.94349,                0.97552,                0.66968,                 1.1103,                 0.4939,                0.94691,              0.0092344,              0.0092344,              0.0092344
                    234,                 1.3295,                0.62673,                  1.014,                0.96305,                0.94157,                0.97535,                0.67097,                 1.1076,                0.49281,                0.94642,              0.0092311,              0.0092311,              0.0092311
                    235,                 1.3399,                0.63393,                 1.0191,                 0.9637,                0.94265,                0.97604,                0.67223,                 1.1035,                0.49141,                0.94601,              0.0092278,              0.0092278,              0.0092278
                    236,                 1.3292,                0.62553,                 1.0157,                0.96258,                0.94205,                0.97584,                 0.6731,                 1.1013,                0.49112,                0.94492,              0.0092245,              0.0092245,              0.0092245
                    237,                 1.3337,                0.62888,                 1.0195,                0.96571,                0.94157,                0.97538,                0.67476,                 1.0974,                0.48893,                0.94375,              0.0092212,              0.0092212,              0.0092212
                    238,                 1.3339,                0.62781,                  1.013,                 0.9606,                0.94049,                0.97603,                0.67628,                 1.0923,                0.48762,                0.94206,              0.0092179,              0.0092179,              0.0092179
                    239,                 1.3296,                0.62999,                 1.0124,                0.96282,                0.94103,                0.97709,                0.67875,                 1.0896,                0.48823,                0.94055,              0.0092146,              0.0092146,              0.0092146
                    240,                 1.3272,                0.62594,                 1.0182,                0.96036,                0.94017,                 0.9765,                0.67985,                 1.0862,                0.48539,                0.93974,              0.0092113,              0.0092113,              0.0092113
                    241,                 1.3361,                0.62873,                 1.0094,                0.95532,                 0.9444,                0.97686,                0.68039,                 1.0823,                0.48454,                0.93804,               0.009208,               0.009208,               0.009208
                    242,                 1.3383,                0.62581,                 1.0165,                0.95848,                0.94218,                0.97727,                0.67982,                 1.0818,                0.48463,                0.93768,              0.0092047,              0.0092047,              0.0092047
                    243,                 1.3377,                0.63048,                  1.018,                0.95567,                0.94615,                0.97737,                0.68037,                 1.0776,                0.48519,                0.93688,              0.0092014,              0.0092014,              0.0092014
                    244,                 1.3374,                0.63452,                 1.0127,                0.96365,                0.94132,                  0.977,                0.68131,                 1.0759,                0.48455,                0.93596,              0.0091981,              0.0091981,              0.0091981
                    245,                 1.3349,                0.62891,                 1.0105,                0.96128,                0.94157,                0.97659,                0.68185,                 1.0752,                0.48288,                  0.936,              0.0091948,              0.0091948,              0.0091948
                    246,                 1.3394,                0.63391,                 1.0119,                0.96317,                0.93961,                0.97577,                0.68264,                 1.0741,                0.48348,                0.93571,              0.0091915,              0.0091915,              0.0091915
                    247,                 1.3148,                 0.6226,                 1.0128,                0.95741,                0.94275,                0.97682,                0.68405,                 1.0725,                0.48249,                0.93525,              0.0091882,              0.0091882,              0.0091882
                    248,                 1.3133,                0.61443,                 1.0071,                 0.9609,                0.94213,                0.97723,                0.68585,                 1.0684,                0.48057,                0.93402,              0.0091849,              0.0091849,              0.0091849
                    249,                 1.3258,                0.62587,                 1.0096,                0.95899,                0.94381,                0.97711,                0.68578,                 1.0661,                0.48026,                0.93322,              0.0091816,              0.0091816,              0.0091816
                    250,                 1.3127,                0.62464,                 1.0043,                0.96278,                0.94129,                0.97706,                0.68608,                 1.0637,                0.47892,                0.93165,              0.0091783,              0.0091783,              0.0091783
                    251,                 1.3267,                0.62257,                  1.011,                0.96453,                0.94256,                 0.9778,                 0.6869,                 1.0636,                0.47834,                0.93119,               0.009175,               0.009175,               0.009175
                    252,                 1.3053,                0.61061,                0.99821,                0.96188,                0.94524,                0.97836,                0.68769,                 1.0606,                0.47681,                0.93002,              0.0091717,              0.0091717,              0.0091717
                    253,                 1.3299,                0.63419,                 1.0107,                0.96027,                0.94598,                0.97848,                0.68924,                 1.0589,                0.47543,                0.92916,              0.0091684,              0.0091684,              0.0091684
                    254,                 1.3098,                0.62534,                 1.0047,                0.95652,                  0.948,                0.97784,                0.68923,                 1.0581,                0.47484,                0.92908,              0.0091651,              0.0091651,              0.0091651
                    255,                 1.3122,                0.62336,                 1.0051,                0.95818,                0.94437,                0.97794,                0.68979,                  1.058,                0.47329,                 0.9294,              0.0091618,              0.0091618,              0.0091618
                    256,                 1.3063,                0.62197,                 1.0083,                0.96419,                0.94078,                0.97757,                0.68985,                 1.0571,                0.47267,                0.92922,              0.0091585,              0.0091585,              0.0091585
                    257,                  1.307,                0.61902,                 1.0063,                0.96122,                0.94688,                0.97794,                0.68968,                 1.0556,                0.47185,                0.92868,              0.0091552,              0.0091552,              0.0091552
                    258,                 1.3035,                0.61622,                 1.0032,                0.95998,                0.94565,                0.97676,                0.69185,                 1.0531,                 0.4705,                0.92816,              0.0091519,              0.0091519,              0.0091519
                    259,                 1.3074,                0.62041,                 1.0009,                0.96194,                0.94604,                 0.9778,                0.69202,                 1.0489,                0.46976,                0.92656,              0.0091486,              0.0091486,              0.0091486
                    260,                 1.3187,                0.62506,                 1.0084,                0.96165,                0.94465,                 0.9769,                0.69375,                 1.0475,                0.47016,                0.92526,              0.0091453,              0.0091453,              0.0091453
                    261,                 1.3058,                0.61244,                 1.0014,                0.96361,                0.94754,                0.97819,                0.69392,                 1.0444,                0.46867,                0.92459,               0.009142,               0.009142,               0.009142
                    262,                 1.3229,                0.61861,                 1.0055,                0.96031,                0.95364,                0.97852,                0.69367,                 1.0438,                0.46829,                0.92487,              0.0091387,              0.0091387,              0.0091387
                    263,                  1.296,                0.61509,                0.99851,                0.96448,                0.94882,                0.97859,                0.69367,                 1.0418,                0.46764,                0.92463,              0.0091354,              0.0091354,              0.0091354
                    264,                 1.2957,                0.61948,                0.99869,                0.96619,                0.94856,                0.97923,                0.69551,                 1.0394,                0.46692,                 0.9239,              0.0091321,              0.0091321,              0.0091321
                    265,                 1.3034,                0.61116,                  1.003,                0.96804,                0.94836,                0.97946,                0.69531,                 1.0363,                0.46672,                0.92304,              0.0091288,              0.0091288,              0.0091288
                    266,                  1.291,                0.60689,                0.99742,                0.96544,                0.95052,                0.97957,                0.69603,                 1.0347,                 0.4656,                 0.9227,              0.0091255,              0.0091255,              0.0091255
                    267,                   1.29,                0.61085,                0.99796,                0.96594,                0.94968,                0.97944,                0.69652,                 1.0312,                0.46458,                0.92157,              0.0091222,              0.0091222,              0.0091222
                    268,                 1.2892,                0.61153,                0.99772,                 0.9666,                0.94744,                 0.9795,                 0.6984,                  1.027,                0.46459,                0.92046,              0.0091189,              0.0091189,              0.0091189
                    269,                 1.2878,                0.60813,                0.99873,                0.96636,                0.94755,                0.97884,                0.69878,                 1.0247,                0.46384,                0.91979,              0.0091156,              0.0091156,              0.0091156
                    270,                 1.2857,                0.60757,                0.99771,                 0.9677,                0.94647,                  0.979,                0.70114,                 1.0221,                0.46336,                0.91831,              0.0091123,              0.0091123,              0.0091123
                    271,                 1.2985,                0.60942,                0.99947,                0.96825,                0.94631,                0.97923,                0.70109,                 1.0196,                 0.4619,                0.91749,               0.009109,               0.009109,               0.009109
                    272,                 1.2891,                0.60869,                0.99766,                0.96718,                0.94738,                0.97978,                0.70324,                 1.0183,                0.46111,                0.91713,              0.0091057,              0.0091057,              0.0091057
                    273,                 1.2885,                 0.6062,                0.99487,                0.96516,                0.94716,                0.97964,                0.70459,                 1.0169,                0.46149,                0.91673,              0.0091024,              0.0091024,              0.0091024
                    274,                  1.295,                0.60401,                0.99492,                0.96659,                0.94549,                0.97956,                0.70623,                 1.0128,                0.46092,                0.91579,              0.0090991,              0.0090991,              0.0090991
                    275,                 1.2797,                0.60823,                0.99559,                0.96527,                0.94802,                0.98002,                0.70618,                 1.0083,                0.45999,                0.91429,              0.0090958,              0.0090958,              0.0090958
                    276,                 1.2839,                0.60028,                0.99624,                0.96694,                0.94521,                0.97992,                0.70712,                 1.0051,                0.45819,                0.91376,              0.0090925,              0.0090925,              0.0090925
                    277,                 1.2926,                0.61235,                0.99073,                0.96638,                0.94772,                0.98023,                 0.7083,                 1.0038,                0.45713,                 0.9132,              0.0090892,              0.0090892,              0.0090892
                    278,                 1.2927,                0.60441,                0.99672,                0.96259,                0.94952,                0.97898,                0.70797,                 1.0031,                0.45671,                0.91256,              0.0090859,              0.0090859,              0.0090859
                    279,                 1.2877,                  0.605,                 0.9964,                0.96343,                 0.9494,                0.97917,                0.70856,                 1.0018,                0.45529,                0.91237,              0.0090826,              0.0090826,              0.0090826
                    280,                 1.2785,                0.60477,                0.99245,                0.96337,                0.94996,                0.97911,                 0.7082,                0.99934,                0.45572,                0.91194,              0.0090793,              0.0090793,              0.0090793
                    281,                 1.2768,                 0.6088,                0.99381,                0.96455,                 0.9507,                0.97931,                0.70757,                0.99921,                0.45562,                0.91169,               0.009076,               0.009076,               0.009076
                    282,                 1.2636,                0.60107,                0.98927,                0.96273,                0.94996,                0.97874,                 0.7096,                0.99678,                0.45507,                0.91117,              0.0090727,              0.0090727,              0.0090727
                    283,                 1.2628,                0.59394,                 0.9879,                0.96369,                0.94969,                0.97962,                0.71046,                0.99631,                0.45475,                0.91097,              0.0090694,              0.0090694,              0.0090694
                    284,                 1.2687,                0.59741,                0.98649,                0.96183,                0.95109,                 0.9796,                0.71041,                0.99398,                0.45385,                0.91034,              0.0090661,              0.0090661,              0.0090661
                    285,                 1.2748,                0.60081,                0.99195,                0.96427,                0.95136,                0.97981,                0.71116,                0.99259,                0.45368,                0.90987,              0.0090628,              0.0090628,              0.0090628
                    286,                 1.2692,                0.60249,                0.99156,                0.96137,                0.95313,                0.97992,                0.71195,                0.99001,                0.45225,                0.90917,              0.0090595,              0.0090595,              0.0090595
                    287,                 1.2563,                0.59494,                0.98815,                0.96322,                0.95172,                0.98004,                0.71303,                0.98717,                0.45097,                0.90846,              0.0090562,              0.0090562,              0.0090562
                    288,                 1.2555,                0.59713,                 0.9922,                0.96315,                0.94987,                0.97973,                 0.7137,                0.98543,                0.45083,                0.90833,              0.0090529,              0.0090529,              0.0090529
                    289,                  1.278,                0.60051,                0.99112,                0.96223,                0.95192,                0.98019,                0.71439,                0.98241,                0.45073,                0.90747,              0.0090496,              0.0090496,              0.0090496
                    290,                 1.2636,                0.59076,                0.98836,                0.96612,                0.94912,                0.98023,                0.71528,                0.97987,                0.44937,                0.90668,              0.0090463,              0.0090463,              0.0090463
                    291,                 1.2663,                0.59479,                0.98721,                0.96393,                0.94884,                0.98042,                0.71532,                0.97744,                0.44919,                0.90593,               0.009043,               0.009043,               0.009043
                    292,                 1.2583,                0.59612,                0.98003,                0.96132,                0.95275,                0.98013,                0.71552,                0.97575,                0.44835,                 0.9055,              0.0090397,              0.0090397,              0.0090397
                    293,                 1.2556,                0.59293,                  0.981,                0.96561,                0.95052,                0.98041,                0.71708,                0.97456,                0.44771,                0.90506,              0.0090364,              0.0090364,              0.0090364
                    294,                 1.2684,                0.59546,                0.98945,                0.96372,                0.95219,                0.98091,                0.71803,                0.97299,                0.44703,                0.90457,              0.0090331,              0.0090331,              0.0090331
                    295,                  1.278,                0.60191,                0.99213,                 0.9654,                0.95219,                0.98065,                0.71887,                0.97097,                0.44621,                0.90397,              0.0090298,              0.0090298,              0.0090298
                    296,                 1.2482,                0.59095,                0.98427,                0.96349,                0.95275,                0.98114,                0.71938,                0.96884,                0.44478,                0.90383,              0.0090265,              0.0090265,              0.0090265
                    297,                 1.2344,                0.58532,                0.97932,                 0.9651,                0.95086,                0.98127,                 0.7208,                0.96571,                0.44383,                0.90316,              0.0090232,              0.0090232,              0.0090232
                    298,                 1.2465,                0.58742,                0.98379,                0.96594,                 0.9514,                0.98173,                0.72079,                0.96335,                 0.4429,                0.90263,              0.0090199,              0.0090199,              0.0090199
                    299,                 1.2506,                0.59407,                0.98853,                 0.9699,                0.94996,                0.98224,                0.72147,                0.96057,                0.44265,                0.90212,              0.0090166,              0.0090166,              0.0090166
                    300,                 1.2376,                0.59039,                0.97707,                0.96704,                0.95192,                0.98224,                0.72299,                0.95828,                 0.4421,                0.90151,              0.0090133,              0.0090133,              0.0090133
                    301,                 1.2711,                0.59601,                0.99301,                0.95977,                0.96002,                0.98253,                0.72363,                0.95525,                0.44177,                0.90083,                0.00901,                0.00901,                0.00901
                    302,                 1.2586,                0.59715,                0.98805,                0.96485,                0.95275,                0.98244,                0.72417,                0.95506,                0.44157,                0.90081,              0.0090067,              0.0090067,              0.0090067
                    303,                 1.2554,                0.59916,                0.98512,                0.96463,                 0.9531,                0.98292,                0.72535,                 0.9528,                0.44105,                0.90026,              0.0090034,              0.0090034,              0.0090034
                    304,                 1.2508,                0.58723,                0.98206,                0.96515,                 0.9523,                0.98248,                0.72584,                0.95183,                0.44076,                0.89986,              0.0090001,              0.0090001,              0.0090001
                    305,                 1.2462,                0.59302,                0.98133,                 0.9654,                0.95247,                0.98275,                0.72625,                0.94983,                0.44011,                0.89945,              0.0089968,              0.0089968,              0.0089968
                    306,                 1.2462,                0.58929,                0.98341,                 0.9651,                0.95303,                0.98289,                0.72691,                0.94881,                0.44007,                0.89909,              0.0089935,              0.0089935,              0.0089935
                    307,                 1.2462,                0.58733,                0.98201,                0.96661,                0.95303,                0.98303,                0.72704,                0.94723,                 0.4392,                0.89848,              0.0089902,              0.0089902,              0.0089902
                    308,                 1.2554,                0.59546,                0.98589,                0.96521,                 0.9539,                 0.9829,                0.72789,                0.94614,                0.43901,                0.89803,              0.0089869,              0.0089869,              0.0089869
                    309,                 1.2329,                0.58723,                0.97974,                0.96743,                0.95136,                0.98271,                0.72905,                0.94403,                0.43797,                0.89727,              0.0089836,              0.0089836,              0.0089836
                    310,                 1.2323,                0.58048,                0.97075,                0.97066,                0.95024,                0.98279,                 0.7292,                 0.9415,                0.43705,                0.89652,              0.0089803,              0.0089803,              0.0089803
