                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1234,                0.72993,                0.38184,                0.85097,                0.98984,                0.98658,                0.99479,                0.87608,                0.54269,                 0.3169,                0.80036,              0.0059311,              0.0059311,              0.0059311
                   1235,                0.71115,                0.37597,                 0.8506,                0.99032,                0.98658,                0.99479,                0.87645,                0.54226,                0.31691,                0.80027,              0.0059278,              0.0059278,              0.0059278
                   1236,                0.72497,                0.37786,                0.84713,                0.99071,                0.98658,                0.99479,                0.87652,                0.54212,                0.31681,                0.80024,              0.0059245,              0.0059245,              0.0059245
                   1237,                0.72386,                 0.3787,                0.84817,                 0.9936,                0.98379,                0.99479,                0.87642,                0.54179,                0.31671,                0.80017,              0.0059212,              0.0059212,              0.0059212
                   1238,                0.71841,                0.37568,                0.84927,                0.99376,                0.98379,                 0.9948,                0.87677,                0.54154,                0.31658,                0.80013,              0.0059179,              0.0059179,              0.0059179
                   1239,                0.71696,                0.37658,                0.84853,                0.99379,                0.98354,                 0.9948,                 0.8764,                0.54111,                0.31596,                0.80007,              0.0059146,              0.0059146,              0.0059146
                   1240,                0.71394,                0.37649,                0.84556,                0.99376,                0.98379,                 0.9948,                 0.8768,                0.54075,                0.31607,                0.80002,              0.0059113,              0.0059113,              0.0059113
                   1241,                0.71171,                0.37413,                0.84549,                0.99385,                0.98406,                0.99481,                0.87735,                 0.5402,                0.31596,                0.79997,               0.005908,               0.005908,               0.005908
                   1242,                0.71451,                0.37404,                0.84699,                0.99368,                0.98406,                 0.9948,                 0.8772,                0.54017,                0.31567,                0.79992,              0.0059047,              0.0059047,              0.0059047
                   1243,                0.72169,                0.37677,                0.84884,                0.99363,                0.98406,                 0.9948,                 0.8774,                0.53964,                0.31588,                0.79987,              0.0059014,              0.0059014,              0.0059014
                   1244,                0.71122,                0.37427,                  0.849,                0.99339,                0.98406,                0.99481,                0.87732,                0.53972,                0.31562,                0.79987,              0.0058981,              0.0058981,              0.0058981
                   1245,                0.71911,                0.37849,                0.84852,                0.99184,                0.98581,                0.99481,                0.87756,                 0.5397,                0.31571,                0.79987,              0.0058948,              0.0058948,              0.0058948
                   1246,                0.72198,                0.37947,                0.84758,                0.99355,                0.98406,                0.99481,                0.87757,                0.53973,                0.31568,                0.79983,              0.0058915,              0.0058915,              0.0058915
                   1247,                 0.7154,                0.37705,                0.84354,                0.99367,                0.98406,                0.99481,                0.87779,                0.53965,                0.31544,                0.79988,              0.0058882,              0.0058882,              0.0058882
                   1248,                0.71878,                 0.3757,                0.84984,                0.99323,                0.98441,                0.99481,                0.87761,                0.53986,                0.31546,                0.79991,              0.0058849,              0.0058849,              0.0058849
                   1249,                0.71287,                 0.3772,                0.84633,                0.99309,                0.98462,                0.99481,                0.87765,                0.54015,                0.31538,                0.79992,              0.0058816,              0.0058816,              0.0058816
                   1250,                0.72671,                0.38054,                0.84895,                0.99309,                0.98462,                0.99481,                0.87764,                0.54003,                0.31551,                0.79993,              0.0058783,              0.0058783,              0.0058783
                   1251,                0.71214,                0.37238,                0.84603,                0.99312,                0.98462,                0.99481,                 0.8778,                0.53992,                0.31522,                0.79985,               0.005875,               0.005875,               0.005875
                   1252,                0.72343,                 0.3759,                0.85106,                0.99309,                0.98462,                0.99481,                0.87785,                0.53974,                 0.3152,                0.79981,              0.0058717,              0.0058717,              0.0058717
                   1253,                0.72137,                0.37791,                0.84294,                0.99321,                 0.9849,                0.99481,                0.87798,                0.53974,                0.31504,                0.79983,              0.0058684,              0.0058684,              0.0058684
                   1254,                0.71214,                 0.3737,                0.84933,                0.99323,                 0.9848,                0.99481,                0.87781,                0.53982,                0.31481,                0.79986,              0.0058651,              0.0058651,              0.0058651
                   1255,                0.71021,                0.37348,                0.84712,                0.99323,                0.98469,                0.99481,                0.87763,                0.53984,                0.31484,                0.79983,              0.0058618,              0.0058618,              0.0058618
                   1256,                0.72119,                0.37874,                0.84627,                0.99337,                0.98462,                0.99481,                0.87755,                0.53976,                0.31457,                0.79981,              0.0058585,              0.0058585,              0.0058585
                   1257,                0.71196,                0.37449,                0.84662,                0.99344,                0.98462,                0.99481,                0.87773,                0.53954,                0.31454,                 0.7998,              0.0058552,              0.0058552,              0.0058552
                   1258,                0.71489,                0.37479,                0.84559,                0.99343,                0.98462,                0.99481,                0.87803,                0.53965,                0.31437,                 0.7998,              0.0058519,              0.0058519,              0.0058519
                   1259,                0.71548,                0.37878,                0.84838,                 0.9924,                0.98532,                0.99481,                0.87793,                0.53975,                0.31427,                0.79982,              0.0058486,              0.0058486,              0.0058486
                   1260,                0.69958,                0.37022,                0.84305,                 0.9924,                0.98509,                0.99481,                0.87812,                0.53993,                0.31413,                0.79984,              0.0058453,              0.0058453,              0.0058453
                   1261,                0.72107,                0.37406,                0.84822,                0.99326,                0.98462,                0.99481,                0.87824,                0.53979,                 0.3141,                0.79981,               0.005842,               0.005842,               0.005842
                   1262,                0.71613,                0.37627,                0.84781,                0.99339,                0.98462,                0.99481,                0.87828,                0.53965,                 0.3139,                0.79982,              0.0058387,              0.0058387,              0.0058387
                   1263,                0.71351,                0.36992,                0.84467,                0.99329,                0.98462,                0.99481,                0.87798,                0.53908,                0.31382,                0.79973,              0.0058354,              0.0058354,              0.0058354
                   1264,                0.72438,                 0.3764,                0.84907,                0.99335,                0.98462,                0.99482,                0.87818,                0.53905,                0.31405,                0.79971,              0.0058321,              0.0058321,              0.0058321
                   1265,                0.71765,                0.37313,                0.84021,                0.99335,                0.98462,                0.99482,                0.87827,                0.53866,                0.31392,                0.79964,              0.0058288,              0.0058288,              0.0058288
                   1266,                0.72389,                0.37565,                0.84941,                0.99351,                0.98479,                0.99481,                0.87842,                0.53852,                0.31394,                 0.7996,              0.0058255,              0.0058255,              0.0058255
                   1267,                0.70846,                0.37143,                0.84721,                0.99351,                0.98458,                0.99482,                0.87869,                0.53823,                0.31398,                0.79957,              0.0058222,              0.0058222,              0.0058222
                   1268,                0.71146,                0.37577,                0.84707,                0.99351,                0.98459,                0.99482,                0.87848,                0.53796,                0.31418,                0.79948,              0.0058189,              0.0058189,              0.0058189
                   1269,                0.70802,                0.37292,                0.84395,                0.99301,                 0.9849,                0.99483,                0.87865,                0.53754,                0.31392,                0.79943,              0.0058156,              0.0058156,              0.0058156
                   1270,                0.70725,                0.36971,                0.84486,                0.99323,                 0.9848,                0.99482,                0.87856,                0.53734,                0.31367,                0.79941,              0.0058123,              0.0058123,              0.0058123
                   1271,                0.71232,                0.37436,                0.84817,                0.99338,                 0.9849,                0.99483,                0.87857,                0.53703,                0.31361,                0.79935,               0.005809,               0.005809,               0.005809
                   1272,                0.71906,                 0.3745,                0.84735,                0.99342,                 0.9849,                0.99482,                0.87869,                0.53701,                0.31367,                0.79935,              0.0058057,              0.0058057,              0.0058057
                   1273,                0.70983,                0.37549,                0.84731,                 0.9935,                 0.9849,                0.99482,                0.87864,                0.53644,                0.31317,                 0.7993,              0.0058024,              0.0058024,              0.0058024
                   1274,                0.70677,                0.37214,                0.84761,                0.99379,                0.98484,                0.99482,                0.87854,                 0.5368,                0.31326,                0.79931,              0.0057991,              0.0057991,              0.0057991
                   1275,                0.71215,                0.37751,                0.85108,                0.99379,                0.98469,                0.99482,                0.87894,                0.53652,                0.31341,                0.79928,              0.0057958,              0.0057958,              0.0057958
                   1276,                0.71656,                0.37914,                0.84841,                0.99392,                0.98434,                0.99482,                0.87875,                0.53616,                0.31316,                0.79923,              0.0057925,              0.0057925,              0.0057925
                   1277,                0.70244,                0.37132,                0.84326,                0.99384,                0.98434,                0.99482,                0.87948,                0.53631,                0.31304,                0.79921,              0.0057892,              0.0057892,              0.0057892
                   1278,                0.70972,                0.37555,                0.84462,                0.99379,                0.98465,                0.99483,                 0.8794,                0.53588,                0.31291,                0.79918,              0.0057859,              0.0057859,              0.0057859
                   1279,                0.70952,                0.37337,                0.84326,                0.99323,                0.98492,                0.99483,                0.87868,                0.53547,                0.31283,                0.79907,              0.0057826,              0.0057826,              0.0057826
                   1280,                0.70448,                 0.3706,                0.84622,                0.99379,                0.98455,                0.99483,                0.87919,                0.53545,                0.31281,                0.79909,              0.0057793,              0.0057793,              0.0057793
                   1281,                0.70215,                0.37009,                0.84229,                0.99379,                0.98446,                0.99483,                0.87908,                0.53524,                0.31242,                0.79906,               0.005776,               0.005776,               0.005776
                   1282,                0.71537,                0.37335,                0.84735,                0.99411,                0.98434,                0.99483,                0.87842,                0.53509,                0.31236,                  0.799,              0.0057727,              0.0057727,              0.0057727
                   1283,                0.71611,                0.37622,                 0.8443,                0.99441,                0.98434,                0.99483,                0.87863,                0.53445,                0.31224,                0.79897,              0.0057694,              0.0057694,              0.0057694
                   1284,                 0.7144,                0.37464,                 0.8412,                0.99456,                0.98434,                0.99483,                0.87868,                0.53442,                0.31208,                0.79893,              0.0057661,              0.0057661,              0.0057661
                   1285,                0.69778,                0.36976,                0.84211,                0.99427,                0.98434,                0.99483,                0.87825,                0.53423,                0.31167,                0.79893,              0.0057628,              0.0057628,              0.0057628
                   1286,                0.69949,                0.36978,                0.84333,                0.99422,                0.98434,                0.99483,                 0.8788,                0.53387,                0.31164,                0.79891,              0.0057595,              0.0057595,              0.0057595
                   1287,                 0.7004,                0.36951,                0.84385,                0.99397,                0.98434,                0.99483,                0.87923,                0.53356,                0.31142,                0.79891,              0.0057562,              0.0057562,              0.0057562
                   1288,                0.69749,                0.37007,                 0.8443,                0.99447,                0.98434,                0.99483,                0.87916,                0.53362,                0.31142,                 0.7989,              0.0057529,              0.0057529,              0.0057529
                   1289,                 0.7047,                0.36942,                0.84344,                0.99453,                0.98434,                0.99483,                0.87928,                 0.5336,                0.31136,                0.79888,              0.0057496,              0.0057496,              0.0057496
                   1290,                0.71221,                0.37211,                0.84313,                0.99447,                0.98434,                0.99483,                0.87938,                0.53371,                0.31149,                0.79891,              0.0057463,              0.0057463,              0.0057463
                   1291,                0.69495,                0.36551,                  0.842,                0.99461,                0.98434,                0.99482,                0.87911,                 0.5336,                0.31116,                0.79888,               0.005743,               0.005743,               0.005743
                   1292,                0.70937,                0.37214,                0.84463,                0.99491,                0.98362,                0.99482,                0.87938,                0.53384,                0.31143,                0.79889,              0.0057397,              0.0057397,              0.0057397
                   1293,                0.69913,                0.36603,                0.84691,                0.99448,                0.98434,                0.99482,                0.87956,                0.53372,                0.31122,                0.79892,              0.0057364,              0.0057364,              0.0057364
                   1294,                 0.6985,                0.37182,                 0.8406,                0.99438,                0.98434,                0.99482,                0.87932,                0.53364,                 0.3114,                0.79888,              0.0057331,              0.0057331,              0.0057331
                   1295,                0.71456,                0.37604,                0.84705,                0.99476,                0.98434,                0.99482,                0.87952,                0.53365,                 0.3112,                0.79889,              0.0057298,              0.0057298,              0.0057298
                   1296,                0.70457,                0.36894,                0.84425,                0.99471,                0.98434,                0.99482,                0.87956,                0.53374,                0.31113,                0.79888,              0.0057265,              0.0057265,              0.0057265
                   1297,                0.70595,                0.37019,                 0.8471,                0.99473,                0.98434,                0.99481,                0.87969,                0.53351,                0.31088,                0.79886,              0.0057232,              0.0057232,              0.0057232
                   1298,                 0.7055,                0.36925,                0.84382,                0.99485,                0.98434,                0.99481,                0.87948,                0.53373,                0.31098,                0.79888,              0.0057199,              0.0057199,              0.0057199
                   1299,                0.70983,                0.37129,                0.84509,                0.99489,                0.98434,                0.99481,                0.87947,                0.53365,                0.31071,                0.79883,              0.0057166,              0.0057166,              0.0057166
                   1300,                0.70234,                0.36848,                0.84704,                0.99477,                0.98434,                0.99481,                0.87955,                0.53334,                0.31088,                0.79878,              0.0057133,              0.0057133,              0.0057133
                   1301,                0.70879,                0.37196,                0.84393,                0.99481,                0.98434,                0.99481,                 0.8798,                 0.5332,                0.31076,                0.79876,                0.00571,                0.00571,                0.00571
                   1302,                0.70089,                0.36879,                0.84281,                0.99474,                0.98434,                0.99481,                0.87942,                 0.5333,                0.31065,                0.79874,              0.0057067,              0.0057067,              0.0057067
                   1303,                0.70476,                0.37217,                0.84138,                0.99435,                0.98437,                0.99482,                0.87983,                0.53299,                 0.3105,                0.79873,              0.0057034,              0.0057034,              0.0057034
                   1304,                0.70182,                0.37076,                0.84573,                0.99575,                0.98365,                0.99483,                0.87919,                0.53328,                0.31099,                0.79876,              0.0057001,              0.0057001,              0.0057001
                   1305,                0.71242,                0.37161,                0.84508,                0.99547,                0.98371,                0.99483,                0.87963,                0.53346,                0.31096,                 0.7988,              0.0056968,              0.0056968,              0.0056968
                   1306,                0.69389,                0.36823,                0.84542,                0.99547,                0.98365,                0.99483,                0.87934,                0.53338,                0.31107,                0.79877,              0.0056935,              0.0056935,              0.0056935
                   1307,                0.70484,                0.36724,                0.84158,                0.99576,                0.98369,                0.99483,                0.87952,                0.53331,                0.31135,                0.79869,              0.0056902,              0.0056902,              0.0056902
                   1308,                0.70106,                0.36745,                0.84625,                0.99547,                0.98379,                0.99483,                0.87947,                 0.5333,                0.31111,                 0.7987,              0.0056869,              0.0056869,              0.0056869
                   1309,                0.70595,                0.37167,                0.84763,                0.99531,                0.98379,                0.99483,                0.87963,                0.53312,                0.31087,                0.79863,              0.0056836,              0.0056836,              0.0056836
                   1310,                  0.689,                0.36832,                0.84222,                0.99522,                0.98379,                0.99483,                0.87959,                0.53304,                  0.311,                0.79864,              0.0056803,              0.0056803,              0.0056803
                   1311,                0.69931,                0.36773,                0.84219,                0.99519,                0.98385,                0.99483,                0.87991,                0.53301,                0.31071,                0.79862,               0.005677,               0.005677,               0.005677
                   1312,                0.70559,                0.37076,                0.84354,                0.99489,                0.98406,                0.99483,                0.87978,                 0.5329,                 0.3107,                0.79857,              0.0056737,              0.0056737,              0.0056737
                   1313,                0.70564,                0.37342,                0.84728,                0.99463,                0.98406,                0.99482,                0.88007,                0.53298,                 0.3108,                0.79856,              0.0056704,              0.0056704,              0.0056704
                   1314,                0.69864,                0.36719,                0.84363,                0.99489,                0.98406,                0.99483,                0.88002,                0.53282,                0.31087,                0.79854,              0.0056671,              0.0056671,              0.0056671
                   1315,                0.69747,                0.37082,                 0.8467,                0.99491,                0.98406,                0.99483,                0.87979,                0.53285,                0.31056,                0.79851,              0.0056638,              0.0056638,              0.0056638
                   1316,                0.69981,                0.37002,                0.84334,                0.99491,                0.98406,                0.99483,                0.87967,                0.53299,                0.31065,                0.79851,              0.0056605,              0.0056605,              0.0056605
                   1317,                0.70961,                0.37504,                0.84752,                0.99491,                0.98402,                0.99483,                0.88001,                0.53264,                0.31029,                0.79844,              0.0056572,              0.0056572,              0.0056572
                   1318,                0.70387,                0.37094,                0.84704,                 0.9949,                0.98406,                0.99483,                0.87979,                0.53269,                 0.3102,                0.79845,              0.0056539,              0.0056539,              0.0056539
                   1319,                0.70147,                0.37094,                0.84387,                0.99466,                0.98406,                0.99483,                0.88011,                0.53266,                0.31043,                0.79839,              0.0056506,              0.0056506,              0.0056506
                   1320,                0.69028,                0.36703,                0.84132,                0.99468,                0.98406,                0.99483,                0.87974,                0.53246,                 0.3105,                 0.7984,              0.0056473,              0.0056473,              0.0056473
                   1321,                0.69455,                 0.3648,                0.84173,                0.99455,                0.98406,                0.99483,                0.87999,                0.53199,                0.31003,                0.79833,               0.005644,               0.005644,               0.005644
                   1322,                0.70109,                0.36476,                0.84688,                0.99454,                0.98406,                0.99483,                0.87982,                0.53208,                 0.3102,                0.79833,              0.0056407,              0.0056407,              0.0056407
                   1323,                 0.7068,                0.36934,                0.84154,                0.99457,                0.98406,                0.99483,                0.87984,                0.53164,                0.30988,                0.79828,              0.0056374,              0.0056374,              0.0056374
                   1324,                0.70457,                0.37133,                 0.8441,                0.99449,                0.98406,                0.99483,                0.88031,                0.53153,                0.31007,                 0.7983,              0.0056341,              0.0056341,              0.0056341
                   1325,                0.70098,                0.37137,                0.84333,                0.99445,                0.98406,                0.99483,                0.88066,                 0.5315,                0.30971,                0.79827,              0.0056308,              0.0056308,              0.0056308
                   1326,                0.70667,                0.37387,                0.84647,                0.99433,                0.98406,                0.99483,                0.88098,                0.53184,                0.30951,                0.79832,              0.0056275,              0.0056275,              0.0056275
                   1327,                 0.6877,                0.36172,                0.83887,                0.99444,                0.98406,                0.99483,                0.88063,                 0.5316,                0.30961,                0.79829,              0.0056242,              0.0056242,              0.0056242
                   1328,                0.69743,                0.36933,                0.84414,                0.99457,                0.98406,                0.99483,                0.88061,                0.53147,                0.30939,                0.79829,              0.0056209,              0.0056209,              0.0056209
                   1329,                0.69995,                 0.3677,                0.83969,                0.99447,                0.98406,                0.99483,                0.88085,                0.53126,                0.30917,                0.79823,              0.0056176,              0.0056176,              0.0056176
                   1330,                0.68394,                0.36239,                0.83976,                0.99444,                0.98406,                0.99482,                0.88128,                0.53122,                0.30927,                0.79823,              0.0056143,              0.0056143,              0.0056143
                   1331,                0.70036,                0.37509,                0.84497,                0.99442,                0.98406,                0.99483,                 0.8808,                0.53099,                  0.309,                0.79819,               0.005611,               0.005611,               0.005611
                   1332,                0.69369,                 0.3649,                0.84213,                0.99442,                0.98406,                0.99483,                0.88053,                0.53068,                0.30911,                0.79813,              0.0056077,              0.0056077,              0.0056077
                   1333,                0.69491,                0.36784,                0.84352,                0.99442,                0.98406,                0.99483,                0.88139,                 0.5304,                0.30885,                 0.7981,              0.0056044,              0.0056044,              0.0056044
                   1334,                0.70378,                0.36842,                0.84171,                0.99449,                0.98406,                0.99483,                0.88156,                0.53013,                0.30877,                0.79807,              0.0056011,              0.0056011,              0.0056011
                   1335,                 0.6937,                0.36789,                0.84359,                0.99448,                0.98406,                0.99483,                0.88149,                0.52965,                0.30858,                0.79802,              0.0055978,              0.0055978,              0.0055978
                   1336,                0.70369,                0.36868,                0.84461,                0.99304,                0.98602,                0.99483,                0.88182,                 0.5295,                0.30866,                0.79797,              0.0055945,              0.0055945,              0.0055945
                   1337,                0.69882,                0.36685,                0.84619,                0.99325,                0.98602,                0.99483,                0.88197,                0.52955,                0.30845,                0.79794,              0.0055912,              0.0055912,              0.0055912
                   1338,                0.70317,                0.36725,                0.84343,                0.99332,                0.98602,                0.99483,                0.88165,                 0.5296,                0.30867,                0.79796,              0.0055879,              0.0055879,              0.0055879
                   1339,                0.70053,                0.37075,                0.84262,                0.99319,                0.98602,                0.99482,                0.88169,                0.52933,                0.30832,                 0.7979,              0.0055846,              0.0055846,              0.0055846
                   1340,                0.69573,                0.36702,                0.84149,                 0.9932,                0.98602,                0.99483,                0.88145,                0.52941,                0.30848,                0.79789,              0.0055813,              0.0055813,              0.0055813
                   1341,                0.69242,                0.36942,                0.84402,                0.99318,                0.98602,                0.99483,                0.88184,                0.52911,                0.30831,                0.79786,               0.005578,               0.005578,               0.005578
                   1342,                0.68771,                0.36197,                0.84079,                0.99325,                0.98602,                0.99483,                0.88148,                0.52877,                0.30828,                0.79779,              0.0055747,              0.0055747,              0.0055747
                   1343,                0.69806,                0.36902,                0.84337,                0.99157,                0.98694,                0.99484,                0.88156,                0.52842,                0.30807,                0.79777,              0.0055714,              0.0055714,              0.0055714
                   1344,                0.69386,                 0.3638,                0.84012,                0.99157,                0.98688,                0.99484,                0.88237,                0.52809,                0.30804,                0.79771,              0.0055681,              0.0055681,              0.0055681
                   1345,                0.70258,                0.37054,                0.84621,                0.99147,                0.98686,                0.99484,                  0.882,                0.52778,                0.30762,                0.79774,              0.0055648,              0.0055648,              0.0055648
                   1346,                0.69572,                0.36561,                0.84381,                0.99463,                0.98379,                0.99484,                0.88191,                0.52779,                0.30743,                0.79774,              0.0055615,              0.0055615,              0.0055615
                   1347,                0.70119,                0.36968,                0.84318,                0.99145,                0.98686,                0.99484,                0.88191,                0.52765,                0.30745,                0.79768,              0.0055582,              0.0055582,              0.0055582
                   1348,                0.70447,                0.37335,                0.84337,                0.99157,                0.98686,                0.99484,                0.88233,                0.52782,                0.30743,                 0.7977,              0.0055549,              0.0055549,              0.0055549
                   1349,                0.69553,                0.36999,                0.84335,                0.99118,                0.98686,                0.99484,                0.88245,                0.52774,                0.30719,                0.79764,              0.0055516,              0.0055516,              0.0055516
                   1350,                0.69996,                0.37389,                0.84502,                0.99166,                0.98686,                0.99485,                0.88255,                0.52759,                0.30701,                0.79765,              0.0055483,              0.0055483,              0.0055483
                   1351,                 0.7073,                0.37129,                0.84528,                0.99479,                0.98406,                0.99484,                0.88243,                0.52727,                0.30717,                0.79758,               0.005545,               0.005545,               0.005545
                   1352,                0.68969,                 0.3651,                0.84428,                0.99166,                0.98686,                0.99484,                0.88225,                0.52709,                0.30696,                0.79755,              0.0055417,              0.0055417,              0.0055417
                   1353,                0.69118,                0.36493,                0.84435,                0.99156,                0.98686,                0.99484,                0.88282,                0.52664,                 0.3067,                0.79747,              0.0055384,              0.0055384,              0.0055384
                   1354,                0.69529,                 0.3716,                0.84305,                0.99463,                0.98399,                0.99484,                0.88267,                 0.5266,                0.30675,                0.79747,              0.0055351,              0.0055351,              0.0055351
                   1355,                0.70163,                0.36961,                0.84101,                0.99463,                0.98398,                0.99484,                0.88273,                0.52584,                0.30659,                0.79735,              0.0055318,              0.0055318,              0.0055318
                   1356,                0.69323,                0.36647,                0.84372,                0.99463,                0.98399,                0.99484,                 0.8827,                0.52547,                0.30625,                0.79734,              0.0055285,              0.0055285,              0.0055285
                   1357,                0.69677,                0.36539,                0.84177,                0.99463,                0.98403,                0.99485,                0.88294,                0.52519,                0.30643,                 0.7973,              0.0055252,              0.0055252,              0.0055252
                   1358,                0.69472,                0.36857,                0.84377,                0.99491,                0.98408,                0.99485,                0.88318,                0.52495,                0.30626,                0.79725,              0.0055219,              0.0055219,              0.0055219
                   1359,                 0.6901,                0.36835,                0.84366,                0.99181,                0.98658,                0.99485,                0.88339,                0.52463,                0.30605,                0.79724,              0.0055186,              0.0055186,              0.0055186
                   1360,                0.69031,                 0.3633,                0.83913,                0.99213,                0.98658,                0.99485,                0.88332,                0.52464,                0.30566,                0.79717,              0.0055153,              0.0055153,              0.0055153
                   1361,                0.69093,                0.36627,                  0.844,                0.99238,                0.98658,                0.99485,                0.88297,                0.52432,                0.30563,                0.79716,               0.005512,               0.005512,               0.005512
                   1362,                0.68903,                0.36721,                0.84028,                0.99235,                0.98658,                0.99486,                0.88322,                0.52408,                0.30541,                0.79712,              0.0055087,              0.0055087,              0.0055087
                   1363,                0.69059,                0.36452,                 0.8396,                0.99274,                0.98658,                0.99485,                0.88326,                  0.524,                0.30528,                0.79712,              0.0055054,              0.0055054,              0.0055054
                   1364,                0.68729,                0.36372,                0.84111,                0.99272,                0.98658,                0.99485,                0.88355,                0.52428,                0.30513,                0.79717,              0.0055021,              0.0055021,              0.0055021
                   1365,                0.69807,                 0.3701,                0.84096,                0.99279,                0.98658,                0.99485,                0.88328,                0.52366,                0.30507,                 0.7971,              0.0054988,              0.0054988,              0.0054988
                   1366,                   0.69,                0.36598,                0.84167,                0.99435,                0.98402,                0.99485,                 0.8835,                0.52358,                0.30527,                0.79709,              0.0054955,              0.0054955,              0.0054955
                   1367,                0.69984,                0.36869,                0.84621,                0.99435,                 0.9842,                0.99485,                0.88349,                0.52322,                0.30518,                0.79702,              0.0054922,              0.0054922,              0.0054922
